# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-07-18 13:31:10 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02106500 BLACK RIVER NEAR TOMAHAWK, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02106500
#            TS   parameter     Description
#         89695       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	89695_00060	89695_00060_cd
USGS	02106500	2018-02-02 04:15	EST	1330	A
USGS	02106500	2018-02-02 04:30	EST	1330	A
USGS	02106500	2018-02-02 04:45	EST	1340	A
USGS	02106500	2018-02-02 05:00	EST	1340	A
USGS	02106500	2018-02-02 05:15	EST	1340	A
USGS	02106500	2018-02-02 05:30	EST	1340	A
USGS	02106500	2018-02-02 05:45	EST	1340	A
USGS	02106500	2018-02-02 06:00	EST	1340	A
USGS	02106500	2018-02-02 06:15	EST	1340	A
USGS	02106500	2018-02-02 06:30	EST	1350	A
USGS	02106500	2018-02-02 06:45	EST	1350	A
USGS	02106500	2018-02-02 07:00	EST	1350	A
USGS	02106500	2018-02-02 07:15	EST	1350	A
USGS	02106500	2018-02-02 07:30	EST	1350	A
USGS	02106500	2018-02-02 07:45	EST	1350	A
USGS	02106500	2018-02-02 08:00	EST	1350	A
USGS	02106500	2018-02-02 08:15	EST	1350	A
USGS	02106500	2018-02-02 08:30	EST	1350	A
USGS	02106500	2018-02-02 08:45	EST	1350	A
USGS	02106500	2018-02-02 09:00	EST	1350	A
USGS	02106500	2018-02-02 09:15	EST	1360	A
USGS	02106500	2018-02-02 09:30	EST	1360	A
USGS	02106500	2018-02-02 09:45	EST	1360	A
USGS	02106500	2018-02-02 10:00	EST	1360	A
USGS	02106500	2018-02-02 10:15	EST	1360	A
USGS	02106500	2018-02-02 10:30	EST	1360	A
USGS	02106500	2018-02-02 10:45	EST	1360	A
USGS	02106500	2018-02-02 11:00	EST	1360	A
USGS	02106500	2018-02-02 11:15	EST	1370	A
USGS	02106500	2018-02-02 11:30	EST	1360	A
USGS	02106500	2018-02-02 11:45	EST	1360	A
USGS	02106500	2018-02-02 12:00	EST	1370	A
USGS	02106500	2018-02-02 12:15	EST	1370	A
USGS	02106500	2018-02-02 12:30	EST	1370	A
USGS	02106500	2018-02-02 12:45	EST	1370	A
USGS	02106500	2018-02-02 13:00	EST	1370	A
USGS	02106500	2018-02-02 13:15	EST	1370	A
USGS	02106500	2018-02-02 13:30	EST	1370	A
USGS	02106500	2018-02-02 13:45	EST	1370	A
USGS	02106500	2018-02-02 14:00	EST	1370	A
USGS	02106500	2018-02-02 14:15	EST	1370	A
USGS	02106500	2018-02-02 14:30	EST	1370	A
USGS	02106500	2018-02-02 14:45	EST	1370	A
USGS	02106500	2018-02-02 15:00	EST	1370	A
USGS	02106500	2018-02-02 15:15	EST	1370	A
USGS	02106500	2018-02-02 15:30	EST	1370	A
USGS	02106500	2018-02-02 15:45	EST	1370	A
USGS	02106500	2018-02-02 16:00	EST	1370	A
USGS	02106500	2018-02-02 16:15	EST	1370	A
USGS	02106500	2018-02-02 16:30	EST	1370	A
USGS	02106500	2018-02-02 16:45	EST	1380	A
USGS	02106500	2018-02-02 17:00	EST	1380	A
USGS	02106500	2018-02-02 17:15	EST	1380	A
USGS	02106500	2018-02-02 17:30	EST	1380	A
USGS	02106500	2018-02-02 17:45	EST	1380	A
USGS	02106500	2018-02-02 18:00	EST	1380	A
USGS	02106500	2018-02-02 18:15	EST	1380	A
USGS	02106500	2018-02-02 18:30	EST	1380	A
USGS	02106500	2018-02-02 18:45	EST	1380	A
USGS	02106500	2018-02-02 19:00	EST	1380	A
USGS	02106500	2018-02-02 19:15	EST	1380	A
USGS	02106500	2018-02-02 19:30	EST	1380	A
USGS	02106500	2018-02-02 19:45	EST	1380	A
USGS	02106500	2018-02-02 20:00	EST	1380	A
USGS	02106500	2018-02-02 20:15	EST	1380	A
USGS	02106500	2018-02-02 20:30	EST	1380	A
USGS	02106500	2018-02-02 20:45	EST	1380	A
USGS	02106500	2018-02-02 21:00	EST	1380	A
USGS	02106500	2018-02-02 21:15	EST	1380	A
USGS	02106500	2018-02-02 21:30	EST	1380	A
USGS	02106500	2018-02-02 21:45	EST	1380	A
USGS	02106500	2018-02-02 22:00	EST	1380	A
USGS	02106500	2018-02-02 22:15	EST	1380	A
USGS	02106500	2018-02-02 22:30	EST	1380	A
USGS	02106500	2018-02-02 22:45	EST	1380	A
USGS	02106500	2018-02-02 23:00	EST	1380	A
USGS	02106500	2018-02-02 23:15	EST	1370	A
USGS	02106500	2018-02-02 23:30	EST	1380	A
USGS	02106500	2018-02-02 23:45	EST	1370	A
USGS	02106500	2018-02-03 00:00	EST	1380	A
USGS	02106500	2018-02-03 00:15	EST	1370	A
USGS	02106500	2018-02-03 00:30	EST	1370	A
USGS	02106500	2018-02-03 00:45	EST	1370	A
USGS	02106500	2018-02-03 01:00	EST	1370	A
USGS	02106500	2018-02-03 01:15	EST	1370	A
USGS	02106500	2018-02-03 01:30	EST	1370	A
USGS	02106500	2018-02-03 01:45	EST	1370	A
USGS	02106500	2018-02-03 02:00	EST	1370	A
USGS	02106500	2018-02-03 02:15	EST	1370	A
USGS	02106500	2018-02-03 02:30	EST	1370	A
USGS	02106500	2018-02-03 02:45	EST	1370	A
USGS	02106500	2018-02-03 03:00	EST	1370	A
USGS	02106500	2018-02-03 03:15	EST	1370	A
USGS	02106500	2018-02-03 03:30	EST	1370	A
USGS	02106500	2018-02-03 03:45	EST	1370	A
USGS	02106500	2018-02-03 04:00	EST	1360	A
USGS	02106500	2018-02-03 04:15	EST	1360	A
USGS	02106500	2018-02-03 04:30	EST	1360	A
USGS	02106500	2018-02-03 04:45	EST	1360	A
USGS	02106500	2018-02-03 05:00	EST	1360	A
USGS	02106500	2018-02-03 05:15	EST	1360	A
USGS	02106500	2018-02-03 05:30	EST	1350	A
USGS	02106500	2018-02-03 05:45	EST	1360	A
USGS	02106500	2018-02-03 06:00	EST	1350	A
USGS	02106500	2018-02-03 06:15	EST	1350	A
USGS	02106500	2018-02-03 06:30	EST	1350	A
USGS	02106500	2018-02-03 06:45	EST	1350	A
USGS	02106500	2018-02-03 07:00	EST	1350	A
USGS	02106500	2018-02-03 07:15	EST	1350	A
USGS	02106500	2018-02-03 07:30	EST	1350	A
USGS	02106500	2018-02-03 07:45	EST	1350	A
USGS	02106500	2018-02-03 08:00	EST	1340	A
USGS	02106500	2018-02-03 08:15	EST	1340	A
USGS	02106500	2018-02-03 08:30	EST	1340	A
USGS	02106500	2018-02-03 08:45	EST	1340	A
USGS	02106500	2018-02-03 09:00	EST	1340	A
USGS	02106500	2018-02-03 09:15	EST	1340	A
USGS	02106500	2018-02-03 09:30	EST	1330	A
USGS	02106500	2018-02-03 09:45	EST	1330	A
USGS	02106500	2018-02-03 10:00	EST	1330	A
USGS	02106500	2018-02-03 10:15	EST	1330	A
USGS	02106500	2018-02-03 10:30	EST	1330	A
USGS	02106500	2018-02-03 10:45	EST	1330	A
USGS	02106500	2018-02-03 11:00	EST	1320	A
USGS	02106500	2018-02-03 11:15	EST	1320	A
USGS	02106500	2018-02-03 11:30	EST	1320	A
USGS	02106500	2018-02-03 11:45	EST	1320	A
USGS	02106500	2018-02-03 12:00	EST	1320	A
USGS	02106500	2018-02-03 12:15	EST	1320	A
USGS	02106500	2018-02-03 12:30	EST	1320	A
USGS	02106500	2018-02-03 12:45	EST	1310	A
USGS	02106500	2018-02-03 13:00	EST	1310	A
USGS	02106500	2018-02-03 13:15	EST	1310	A
USGS	02106500	2018-02-03 13:30	EST	1310	A
USGS	02106500	2018-02-03 13:45	EST	1310	A
USGS	02106500	2018-02-03 14:00	EST	1310	A
USGS	02106500	2018-02-03 14:15	EST	1310	A
USGS	02106500	2018-02-03 14:30	EST	1300	A
USGS	02106500	2018-02-03 14:45	EST	1300	A
USGS	02106500	2018-02-03 15:00	EST	1300	A
USGS	02106500	2018-02-03 15:15	EST	1300	A
USGS	02106500	2018-02-03 15:30	EST	1300	A
USGS	02106500	2018-02-03 15:45	EST	1300	A
USGS	02106500	2018-02-03 16:00	EST	1300	A
USGS	02106500	2018-02-03 16:15	EST	1290	A
USGS	02106500	2018-02-03 16:30	EST	1290	A
USGS	02106500	2018-02-03 16:45	EST	1290	A
USGS	02106500	2018-02-03 17:00	EST	1290	A
USGS	02106500	2018-02-03 17:15	EST	1290	A
USGS	02106500	2018-02-03 17:30	EST	1290	A
USGS	02106500	2018-02-03 17:45	EST	1280	A
USGS	02106500	2018-02-03 18:00	EST	1280	A
USGS	02106500	2018-02-03 18:15	EST	1280	A
USGS	02106500	2018-02-03 18:30	EST	1280	A
USGS	02106500	2018-02-03 18:45	EST	1280	A
USGS	02106500	2018-02-03 19:00	EST	1280	A
USGS	02106500	2018-02-03 19:15	EST	1280	A
USGS	02106500	2018-02-03 19:30	EST	1280	A
USGS	02106500	2018-02-03 19:45	EST	1270	A
USGS	02106500	2018-02-03 20:00	EST	1270	A
USGS	02106500	2018-02-03 20:15	EST	1270	A
USGS	02106500	2018-02-03 20:30	EST	1270	A
USGS	02106500	2018-02-03 20:45	EST	1270	A
USGS	02106500	2018-02-03 21:00	EST	1270	A
USGS	02106500	2018-02-03 21:15	EST	1270	A
USGS	02106500	2018-02-03 21:30	EST	1270	A
USGS	02106500	2018-02-03 21:45	EST	1270	A
USGS	02106500	2018-02-03 22:00	EST	1270	A
USGS	02106500	2018-02-03 22:15	EST	1260	A
USGS	02106500	2018-02-03 22:30	EST	1260	A
USGS	02106500	2018-02-03 22:45	EST	1260	A
USGS	02106500	2018-02-03 23:00	EST	1260	A
USGS	02106500	2018-02-03 23:15	EST	1260	A
USGS	02106500	2018-02-03 23:30	EST	1260	A
USGS	02106500	2018-02-03 23:45	EST	1260	A
USGS	02106500	2018-02-04 00:00	EST	1260	A
USGS	02106500	2018-02-04 00:15	EST	1260	A
USGS	02106500	2018-02-04 00:30	EST	1260	A
USGS	02106500	2018-02-04 00:45	EST	1250	A
USGS	02106500	2018-02-04 01:00	EST	1250	A
USGS	02106500	2018-02-04 01:15	EST	1250	A
USGS	02106500	2018-02-04 01:30	EST	1250	A
USGS	02106500	2018-02-04 01:45	EST	1250	A
USGS	02106500	2018-02-04 02:00	EST	1250	A
USGS	02106500	2018-02-04 02:15	EST	1250	A
USGS	02106500	2018-02-04 02:30	EST	1250	A
USGS	02106500	2018-02-04 02:45	EST	1250	A
USGS	02106500	2018-02-04 03:00	EST	1250	A
USGS	02106500	2018-02-04 03:15	EST	1240	A
USGS	02106500	2018-02-04 03:30	EST	1240	A
USGS	02106500	2018-02-04 03:45	EST	1240	A
USGS	02106500	2018-02-04 04:00	EST	1240	A
USGS	02106500	2018-02-04 04:15	EST	1240	A
USGS	02106500	2018-02-04 04:30	EST	1240	A
USGS	02106500	2018-02-04 04:45	EST	1240	A
USGS	02106500	2018-02-04 05:00	EST	1240	A
USGS	02106500	2018-02-04 05:15	EST	1240	A
USGS	02106500	2018-02-04 05:30	EST	1240	A
USGS	02106500	2018-02-04 05:45	EST	1240	A
USGS	02106500	2018-02-04 06:00	EST	1240	A
USGS	02106500	2018-02-04 06:15	EST	1240	A
USGS	02106500	2018-02-04 06:30	EST	1240	A
USGS	02106500	2018-02-04 06:45	EST	1240	A
USGS	02106500	2018-02-04 07:00	EST	1240	A
USGS	02106500	2018-02-04 07:15	EST	1230	A
USGS	02106500	2018-02-04 07:30	EST	1230	A
USGS	02106500	2018-02-04 07:45	EST	1230	A
USGS	02106500	2018-02-04 08:00	EST	1230	A
USGS	02106500	2018-02-04 08:15	EST	1230	A
USGS	02106500	2018-02-04 08:30	EST	1230	A
USGS	02106500	2018-02-04 08:45	EST	1230	A
USGS	02106500	2018-02-04 09:00	EST	1230	A
USGS	02106500	2018-02-04 09:15	EST	1230	A
USGS	02106500	2018-02-04 09:30	EST	1230	A
USGS	02106500	2018-02-04 09:45	EST	1230	A
USGS	02106500	2018-02-04 10:00	EST	1230	A
USGS	02106500	2018-02-04 10:15	EST	1230	A
USGS	02106500	2018-02-04 10:30	EST	1230	A
USGS	02106500	2018-02-04 10:45	EST	1230	A
USGS	02106500	2018-02-04 11:00	EST	1230	A
USGS	02106500	2018-02-04 11:15	EST	1230	A
USGS	02106500	2018-02-04 11:30	EST	1230	A
USGS	02106500	2018-02-04 11:45	EST	1230	A
USGS	02106500	2018-02-04 12:00	EST	1230	A
USGS	02106500	2018-02-04 12:15	EST	1220	A
USGS	02106500	2018-02-04 12:30	EST	1230	A
USGS	02106500	2018-02-04 12:45	EST	1230	A
USGS	02106500	2018-02-04 13:00	EST	1220	A
USGS	02106500	2018-02-04 13:15	EST	1230	A
USGS	02106500	2018-02-04 13:30	EST	1230	A
USGS	02106500	2018-02-04 13:45	EST	1230	A
USGS	02106500	2018-02-04 14:00	EST	1230	A
USGS	02106500	2018-02-04 14:15	EST	1230	A
USGS	02106500	2018-02-04 14:30	EST	1230	A
USGS	02106500	2018-02-04 14:45	EST	1230	A
USGS	02106500	2018-02-04 15:00	EST	1240	A
USGS	02106500	2018-02-04 15:15	EST	1240	A
USGS	02106500	2018-02-04 15:30	EST	1240	A
USGS	02106500	2018-02-04 15:45	EST	1240	A
USGS	02106500	2018-02-04 16:00	EST	1240	A
USGS	02106500	2018-02-04 16:15	EST	1240	A
USGS	02106500	2018-02-04 16:30	EST	1240	A
USGS	02106500	2018-02-04 16:45	EST	1240	A
USGS	02106500	2018-02-04 17:00	EST	1240	A
USGS	02106500	2018-02-04 17:15	EST	1240	A
USGS	02106500	2018-02-04 17:30	EST	1240	A
USGS	02106500	2018-02-04 17:45	EST	1240	A
USGS	02106500	2018-02-04 18:00	EST	1240	A
USGS	02106500	2018-02-04 18:15	EST	1240	A
USGS	02106500	2018-02-04 18:30	EST	1240	A
USGS	02106500	2018-02-04 18:45	EST	1240	A
USGS	02106500	2018-02-04 19:00	EST	1250	A
USGS	02106500	2018-02-04 19:15	EST	1250	A
USGS	02106500	2018-02-04 19:30	EST	1250	A
USGS	02106500	2018-02-04 19:45	EST	1250	A
USGS	02106500	2018-02-04 20:00	EST	1250	A
USGS	02106500	2018-02-04 20:15	EST	1250	A
USGS	02106500	2018-02-04 20:30	EST	1250	A
USGS	02106500	2018-02-04 20:45	EST	1250	A
USGS	02106500	2018-02-04 21:00	EST	1250	A
USGS	02106500	2018-02-04 21:15	EST	1250	A
USGS	02106500	2018-02-04 21:30	EST	1250	A
USGS	02106500	2018-02-04 21:45	EST	1260	A
USGS	02106500	2018-02-04 22:00	EST	1260	A
USGS	02106500	2018-02-04 22:15	EST	1260	A
USGS	02106500	2018-02-04 22:30	EST	1260	A
USGS	02106500	2018-02-04 22:45	EST	1260	A
USGS	02106500	2018-02-04 23:00	EST	1260	A
USGS	02106500	2018-02-04 23:15	EST	1260	A
USGS	02106500	2018-02-04 23:30	EST	1260	A
USGS	02106500	2018-02-04 23:45	EST	1260	A
USGS	02106500	2018-02-05 00:00	EST	1260	A
USGS	02106500	2018-02-05 00:15	EST	1260	A
USGS	02106500	2018-02-05 00:30	EST	1270	A
USGS	02106500	2018-02-05 00:45	EST	1260	A
USGS	02106500	2018-02-05 01:00	EST	1270	A
USGS	02106500	2018-02-05 01:15	EST	1270	A
USGS	02106500	2018-02-05 01:30	EST	1270	A
USGS	02106500	2018-02-05 01:45	EST	1270	A
USGS	02106500	2018-02-05 02:00	EST	1270	A
USGS	02106500	2018-02-05 02:15	EST	1270	A
USGS	02106500	2018-02-05 02:30	EST	1270	A
USGS	02106500	2018-02-05 02:45	EST	1270	A
USGS	02106500	2018-02-05 03:00	EST	1270	A
USGS	02106500	2018-02-05 03:15	EST	1270	A
USGS	02106500	2018-02-05 03:30	EST	1270	A
USGS	02106500	2018-02-05 03:45	EST	1270	A
USGS	02106500	2018-02-05 04:00	EST	1270	A
USGS	02106500	2018-02-05 04:15	EST	1270	A
USGS	02106500	2018-02-05 04:30	EST	1270	A
USGS	02106500	2018-02-05 04:45	EST	1280	A
USGS	02106500	2018-02-05 05:00	EST	1280	A
USGS	02106500	2018-02-05 05:15	EST	1280	A
USGS	02106500	2018-02-05 05:30	EST	1280	A
USGS	02106500	2018-02-05 05:45	EST	1280	A
USGS	02106500	2018-02-05 06:00	EST	1280	A
USGS	02106500	2018-02-05 06:15	EST	1280	A
USGS	02106500	2018-02-05 06:30	EST	1280	A
USGS	02106500	2018-02-05 06:45	EST	1280	A
USGS	02106500	2018-02-05 07:00	EST	1280	A
USGS	02106500	2018-02-05 07:15	EST	1280	A
USGS	02106500	2018-02-05 07:30	EST	1290	A
USGS	02106500	2018-02-05 07:45	EST	1290	A
USGS	02106500	2018-02-05 08:00	EST	1290	A
USGS	02106500	2018-02-05 08:15	EST	1290	A
USGS	02106500	2018-02-05 08:30	EST	1290	A
USGS	02106500	2018-02-05 08:45	EST	1290	A
USGS	02106500	2018-02-05 09:00	EST	1290	A
USGS	02106500	2018-02-05 09:15	EST	1290	A
USGS	02106500	2018-02-05 09:30	EST	1290	A
USGS	02106500	2018-02-05 09:45	EST	1290	A
USGS	02106500	2018-02-05 10:00	EST	1290	A
USGS	02106500	2018-02-05 10:15	EST	1290	A
USGS	02106500	2018-02-05 10:30	EST	1290	A
USGS	02106500	2018-02-05 10:45	EST	1300	A
USGS	02106500	2018-02-05 11:00	EST	1300	A
USGS	02106500	2018-02-05 11:15	EST	1300	A
USGS	02106500	2018-02-05 11:30	EST	1300	A
USGS	02106500	2018-02-05 11:45	EST	1300	A
USGS	02106500	2018-02-05 12:00	EST	1300	A
USGS	02106500	2018-02-05 12:15	EST	1300	A
USGS	02106500	2018-02-05 12:30	EST	1300	A
USGS	02106500	2018-02-05 12:45	EST	1300	A
USGS	02106500	2018-02-05 13:00	EST	1300	A
USGS	02106500	2018-02-05 13:15	EST	1300	A
USGS	02106500	2018-02-05 13:30	EST	1310	A
USGS	02106500	2018-02-05 13:45	EST	1310	A
USGS	02106500	2018-02-05 14:00	EST	1310	A
USGS	02106500	2018-02-05 14:15	EST	1310	A
USGS	02106500	2018-02-05 14:30	EST	1310	A
USGS	02106500	2018-02-05 14:45	EST	1310	A
USGS	02106500	2018-02-05 15:00	EST	1310	A
USGS	02106500	2018-02-05 15:15	EST	1310	A
USGS	02106500	2018-02-05 15:30	EST	1310	A
USGS	02106500	2018-02-05 15:45	EST	1310	A
USGS	02106500	2018-02-05 16:00	EST	1310	A
USGS	02106500	2018-02-05 16:15	EST	1320	A
USGS	02106500	2018-02-05 16:30	EST	1310	A
USGS	02106500	2018-02-05 16:45	EST	1320	A
USGS	02106500	2018-02-05 17:00	EST	1320	A
USGS	02106500	2018-02-05 17:15	EST	1320	A
USGS	02106500	2018-02-05 17:30	EST	1320	A
USGS	02106500	2018-02-05 17:45	EST	1320	A
USGS	02106500	2018-02-05 18:00	EST	1320	A
USGS	02106500	2018-02-05 18:15	EST	1320	A
USGS	02106500	2018-02-05 18:30	EST	1320	A
USGS	02106500	2018-02-05 18:45	EST	1330	A
USGS	02106500	2018-02-05 19:00	EST	1320	A
USGS	02106500	2018-02-05 19:15	EST	1330	A
USGS	02106500	2018-02-05 19:30	EST	1330	A
USGS	02106500	2018-02-05 19:45	EST	1330	A
USGS	02106500	2018-02-05 20:00	EST	1330	A
USGS	02106500	2018-02-05 20:15	EST	1330	A
USGS	02106500	2018-02-05 20:30	EST	1330	A
USGS	02106500	2018-02-05 20:45	EST	1330	A
USGS	02106500	2018-02-05 21:00	EST	1340	A
USGS	02106500	2018-02-05 21:15	EST	1340	A
USGS	02106500	2018-02-05 21:30	EST	1340	A
USGS	02106500	2018-02-05 21:45	EST	1340	A
USGS	02106500	2018-02-05 22:00	EST	1340	A
USGS	02106500	2018-02-05 22:15	EST	1340	A
USGS	02106500	2018-02-05 22:30	EST	1340	A
USGS	02106500	2018-02-05 22:45	EST	1340	A
USGS	02106500	2018-02-05 23:00	EST	1340	A
USGS	02106500	2018-02-05 23:15	EST	1340	A
USGS	02106500	2018-02-05 23:30	EST	1350	A
USGS	02106500	2018-02-05 23:45	EST	1350	A
USGS	02106500	2018-02-06 00:00	EST	1350	A
USGS	02106500	2018-02-06 00:15	EST	1350	A
USGS	02106500	2018-02-06 00:30	EST	1350	A
USGS	02106500	2018-02-06 00:45	EST	1350	A
USGS	02106500	2018-02-06 01:00	EST	1350	A
USGS	02106500	2018-02-06 01:15	EST	1350	A
USGS	02106500	2018-02-06 01:30	EST	1350	A
USGS	02106500	2018-02-06 01:45	EST	1350	A
USGS	02106500	2018-02-06 02:00	EST	1350	A
USGS	02106500	2018-02-06 02:15	EST	1350	A
USGS	02106500	2018-02-06 02:30	EST	1350	A
USGS	02106500	2018-02-06 02:45	EST	1350	A
USGS	02106500	2018-02-06 03:00	EST	1360	A
USGS	02106500	2018-02-06 03:15	EST	1360	A
USGS	02106500	2018-02-06 03:30	EST	1360	A
USGS	02106500	2018-02-06 03:45	EST	1360	A
USGS	02106500	2018-02-06 04:00	EST	1360	A
USGS	02106500	2018-02-06 04:15	EST	1360	A
USGS	02106500	2018-02-06 04:30	EST	1360	A
USGS	02106500	2018-02-06 04:45	EST	1360	A
USGS	02106500	2018-02-06 05:00	EST	1360	A
USGS	02106500	2018-02-06 05:15	EST	1360	A
USGS	02106500	2018-02-06 05:30	EST	1360	A
USGS	02106500	2018-02-06 05:45	EST	1370	A
USGS	02106500	2018-02-06 06:00	EST	1370	A
USGS	02106500	2018-02-06 06:15	EST	1370	A
USGS	02106500	2018-02-06 06:30	EST	1370	A
USGS	02106500	2018-02-06 06:45	EST	1370	A
USGS	02106500	2018-02-06 07:00	EST	1370	A
USGS	02106500	2018-02-06 07:15	EST	1370	A
USGS	02106500	2018-02-06 07:30	EST	1370	A
USGS	02106500	2018-02-06 07:45	EST	1370	A
USGS	02106500	2018-02-06 08:00	EST	1370	A
USGS	02106500	2018-02-06 08:15	EST	1370	A
USGS	02106500	2018-02-06 08:30	EST	1370	A
USGS	02106500	2018-02-06 08:45	EST	1370	A
USGS	02106500	2018-02-06 09:00	EST	1370	A
USGS	02106500	2018-02-06 09:15	EST	1370	A
USGS	02106500	2018-02-06 09:30	EST	1370	A
USGS	02106500	2018-02-06 09:45	EST	1370	A
USGS	02106500	2018-02-06 10:00	EST	1370	A
USGS	02106500	2018-02-06 10:15	EST	1370	A
USGS	02106500	2018-02-06 10:30	EST	1370	A
USGS	02106500	2018-02-06 10:45	EST	1370	A
USGS	02106500	2018-02-06 11:00	EST	1370	A
USGS	02106500	2018-02-06 11:15	EST	1380	A
USGS	02106500	2018-02-06 11:30	EST	1370	A
USGS	02106500	2018-02-06 11:45	EST	1380	A
USGS	02106500	2018-02-06 12:00	EST	1380	A
USGS	02106500	2018-02-06 12:15	EST	1380	A
USGS	02106500	2018-02-06 12:30	EST	1380	A
USGS	02106500	2018-02-06 12:45	EST	1380	A
USGS	02106500	2018-02-06 13:00	EST	1380	A
USGS	02106500	2018-02-06 13:15	EST	1380	A
USGS	02106500	2018-02-06 13:30	EST	1380	A
USGS	02106500	2018-02-06 13:45	EST	1380	A
USGS	02106500	2018-02-06 14:00	EST	1380	A
USGS	02106500	2018-02-06 14:15	EST	1390	A
USGS	02106500	2018-02-06 14:30	EST	1390	A
USGS	02106500	2018-02-06 14:45	EST	1390	A
USGS	02106500	2018-02-06 15:00	EST	1390	A
USGS	02106500	2018-02-06 15:15	EST	1390	A
USGS	02106500	2018-02-06 15:30	EST	1390	A
USGS	02106500	2018-02-06 15:45	EST	1390	A
USGS	02106500	2018-02-06 16:00	EST	1390	A
USGS	02106500	2018-02-06 16:15	EST	1390	A
USGS	02106500	2018-02-06 16:30	EST	1390	A
USGS	02106500	2018-02-06 16:45	EST	1390	A
USGS	02106500	2018-02-06 17:00	EST	1390	A
USGS	02106500	2018-02-06 17:15	EST	1390	A
USGS	02106500	2018-02-06 17:30	EST	1390	A
USGS	02106500	2018-02-06 17:45	EST	1390	A
USGS	02106500	2018-02-06 18:00	EST	1390	A
USGS	02106500	2018-02-06 18:15	EST	1390	A
USGS	02106500	2018-02-06 18:30	EST	1390	A
USGS	02106500	2018-02-06 18:45	EST	1400	A
USGS	02106500	2018-02-06 19:00	EST	1400	A
USGS	02106500	2018-02-06 19:15	EST	1400	A
USGS	02106500	2018-02-06 19:30	EST	1400	A
USGS	02106500	2018-02-06 19:45	EST	1400	A
USGS	02106500	2018-02-06 20:00	EST	1400	A
USGS	02106500	2018-02-06 20:15	EST	1400	A
USGS	02106500	2018-02-06 20:30	EST	1400	A
USGS	02106500	2018-02-06 20:45	EST	1400	A
USGS	02106500	2018-02-06 21:00	EST	1400	A
USGS	02106500	2018-02-06 21:15	EST	1400	A
USGS	02106500	2018-02-06 21:30	EST	1400	A
USGS	02106500	2018-02-06 21:45	EST	1400	A
USGS	02106500	2018-02-06 22:00	EST	1400	A
USGS	02106500	2018-02-06 22:15	EST	1400	A
USGS	02106500	2018-02-06 22:30	EST	1400	A
USGS	02106500	2018-02-06 22:45	EST	1400	A
USGS	02106500	2018-02-06 23:00	EST	1400	A
USGS	02106500	2018-02-06 23:15	EST	1400	A
USGS	02106500	2018-02-06 23:30	EST	1400	A
USGS	02106500	2018-02-06 23:45	EST	1410	A
USGS	02106500	2018-02-07 00:00	EST	1400	A
USGS	02106500	2018-02-07 00:15	EST	1400	A
USGS	02106500	2018-02-07 00:30	EST	1410	A
USGS	02106500	2018-02-07 00:45	EST	1400	A
USGS	02106500	2018-02-07 01:00	EST	1400	A
USGS	02106500	2018-02-07 01:15	EST	1400	A
USGS	02106500	2018-02-07 01:30	EST	1410	A
USGS	02106500	2018-02-07 01:45	EST	1410	A
USGS	02106500	2018-02-07 02:00	EST	1410	A
USGS	02106500	2018-02-07 02:15	EST	1410	A
USGS	02106500	2018-02-07 02:30	EST	1410	A
USGS	02106500	2018-02-07 02:45	EST	1410	A
USGS	02106500	2018-02-07 03:00	EST	1410	A
USGS	02106500	2018-02-07 03:15	EST	1410	A
USGS	02106500	2018-02-07 03:30	EST	1410	A
USGS	02106500	2018-02-07 03:45	EST	1410	A
USGS	02106500	2018-02-07 04:00	EST	1410	A
USGS	02106500	2018-02-07 04:15	EST	1410	A
USGS	02106500	2018-02-07 04:30	EST	1410	A
USGS	02106500	2018-02-07 04:45	EST	1410	A
USGS	02106500	2018-02-07 05:00	EST	1410	A
USGS	02106500	2018-02-07 05:15	EST	1410	A
USGS	02106500	2018-02-07 05:30	EST	1410	A
USGS	02106500	2018-02-07 05:45	EST	1410	A
USGS	02106500	2018-02-07 06:00	EST	1410	A
USGS	02106500	2018-02-07 06:15	EST	1410	A
USGS	02106500	2018-02-07 06:30	EST	1410	A
USGS	02106500	2018-02-07 06:45	EST	1410	A
USGS	02106500	2018-02-07 07:00	EST	1410	A
USGS	02106500	2018-02-07 07:15	EST	1410	A
USGS	02106500	2018-02-07 07:30	EST	1410	A
USGS	02106500	2018-02-07 07:45	EST	1410	A
USGS	02106500	2018-02-07 08:00	EST	1410	A
USGS	02106500	2018-02-07 08:15	EST	1410	A
USGS	02106500	2018-02-07 08:30	EST	1420	A
USGS	02106500	2018-02-07 08:45	EST	1420	A
USGS	02106500	2018-02-07 09:00	EST	1420	A
USGS	02106500	2018-02-07 09:15	EST	1420	A
USGS	02106500	2018-02-07 09:30	EST	1420	A
